lemma	paradigm_size
atrincherar	1
atrocidad	1
atronador	1
atropellar	4
atropello	1
atroz	1
atrás	1
atuendo	1
atunero	1
aturdido	2
aturdir	1
aturullado	1
atutxa	1
atípico	2
atómica	1
atómico	3
atónito	1
auc	1
audacia	1
audax	1
audaz	1
audi	1
audiencia	1
audiovisual	2
auditivo	1
auditor	1
auditori	1
auditorio	1
auditors	1
auditoría	1
aufbau	1
auge	1
augsburgo	1
augurar	6
august	1
augusta	1
augusto	1
aula	1
aullido	1
aumar	1
aumentar	16
aumento	2
aun	1
auna	1
aunar	2
aung	1
aunque	1
aurelio	1
aureola	2
auri	1
auriol	1
aurora	2
auschwitz	1
ausencia	2
ausente	2
auserón	1
auspiciado	1
auspicio	1
aussie	1
austeridad	1
austin	1
austral	1
australia	1
australiana	1
australiano	4
australianos	1
austria	1
austriaca	1
austriaco	4
austríaco	2
autarquía	1
autenticidad	1
autentificación	1
auto	2
autoafección	1
autobiografía	1
autobiográfico	2
autobuses	1
autobús	2
autocar	2
autocomplacencia	1
autoconciencia	1
autoconocimiento	1
autoconvencido	1
autocrático	3
autocrítica	1
autodefensa	1
autodefensas	1
autodefinirse	1
autodestrucción	1
autodeterminación	1
autoescuela	1
autoestima	1
autoflagelar	1
autofoco	1
autogenerado	1
autogenerarse	1
autogobierno	1
autogol	1
autogolpe	1
autointuición	1
autolegislador	1
automatización	1
automatizado	1
automoción	1
automovilismo	1
automovilista	2
automovilístico	4
automáticamente	1
automático	3
automóvil	2
autonomista	1
autonomía	2
autonómica	1
autonómico	4
autopista	2
autopistas	1
autoproclado	1
autoproclamado	1
autoproclamar	1
autor	2
autora	1
autores	1
autoridad	2
autoritario	3
autoritarismo	1
autorización	2
autorizado	3
autorizar	11
autorregulación	1
autorretrato	1
autoría	1
autoservicio	1
autosuficiente	1
autovía	2
auténticamente	1
auténtico	4
autóctono	2
autódromo	1
autógrafo	1
autómata	2
autónoma	1
autónomas	1
autónomo	4
autónomos	1
auxiliar	2
auxilio	1
aval	2
avalado	2
avalancha	2
avalar	6
avance	2
avances	1
avanzado	4
avanzar	14
avatar	1
avdeyev	1
ave	2
avecinar	1
avelino	1
avena	1
avenida	1
aventajado	1
aventajar	3
aventis	1
aventura	2
aventurar	4
aventurismo	1
avenue	1
average	1
averiar	1
averiguar	2
aversión	1
avería	2
avezado	1
aviación	1
aviador	2
aviation	1
avidez	1
avila	1
avilesina	1
avilesino	1
avinagrado	1
avioneta	2
avisado	1
avisar	7
aviso	2
avispado	1
avistar	1
aviv	1
avión	2
avui	1
avícola	1
axa	1
axarquía	1
axel	1
axial	1
axiomático	1
axl	1
ay	1
ayala	1
ayatolahi	1
ayer	1
ayerbe	1
ayllón	1
aymar	1
aynaoui	1
aynaui	1
ayoví	1
ayres	1
ayuda	2
ayudado	1
ayudante	2
ayudar	14
ayunar	1
ayuntamiento	2
ayuntamientos	1
azafata	2
azafrán	1
azar	1
azarmi	1
azaroso	1
azeglio	1
azerbaiyán	1
aziz	1
azkargorta	1
aznalcollar	1
aznalfarache	1
aznar	1
azorín	1
azotado	1
azotar	4
azotea	1
azpeitia	1
azteca	1
azucarado	1
azufrado	1
azufre	1
azul	2
azulado	1
azulejo	1
azulejos	1
azules	1
azulgrana	2
azuritalia	1
azurmendi	1
azuzar	1
azúcar	1
aérea	1
aéreas	1
aéreo	4
aéreos	1
aíto	1
añadido	1
añadidura	1
añadir	12
añejo	1
añicos	1
añil	1
año	2
añorado	1
añorar	1
años	1
aún	1
b	1
baalbek	1
baaliya	1
baan	1
babel	1
baboso	1
babun	1
babá	1
bacaladero	1
bacardí	1
bach	1
bachar	1
bache	1
bachillerato	1
bachoco	1
bacillus	1
bacinilla	1
backs	1
bacon	1
bacteria	2
bacteriológico	2
badajoz	1
badalona	1
badalonès	1
badalonés	1
badillo	1
bado	1
badr	1
bagaje	1
bagdad	1
bages	1
baglini	1
bagwell	1
bagó	1
bahamas	1
bahor	1
bahía	2
baiano	1
baila	1
bailando	1
bailaor	1
bailar	6
baile	1
baily	1
baix	1
baixada	1
baja	2
bajada	2
bajado	1
bajar	15
bajista	1
bajito	1
bajo	4
bajos	1
bajón	1
baker	1
bakero	1
bakú	1
bala	1
baladí	1
balaguer	1
balance	2
balandier	1
balanegra	1
balanza	1
balart	1
balata	1
balazo	1
balcanes	1
balcanizado	1
balcánico	3
balcón	2
baldivia	1
baldosa	2
balear	1
baleares	1
balears	1
bali	1
balladur	1
ballena	1
ballesta	1
ballesteros	1
ballets	1
ballmer	1
ballvé	1
balmaseda	1
balmes	1
balmoral	1
balneario	1
baloncesto	1
balonmano	1
balsa	2
balsareny	1
balsero	1
baltasar	1
balthazar	1
baltimore	1
baltza	1
balza	1
balzac	1
balístico	2
balón	2
bambalina	1
bambance	1
bambinazo	1
bamboleante	1
banacci	1
bananero	2
banano	1
banca	1
bancario	4
bancarios	1
banco	2
bancomer	1
banda	2
bandera	2
banderas	1
banderillero	1
bandido	2
bando	2
banesto	1
bangemann	1
bangkok	1
bangladesh	1
bank	1
banka	1
banking	1
bankinter	1
banovic	1
banquero	1
banquete	1
banquillo	1
banzer	1
baqueta	1
bar	2
barajado	1
barajar	2
barajas	1
barak	1
barandilla	1
barata	2
barataria	1
barato	4
barba	1
barbados	1
barbara	1
barbarez	1
barbarie	2
barbastro	1
barbecho	1
barberà	1
barbie	1
barca	1
barcaza	1
barcelona	1
barcelonismo	1
barcelonista	2
barcelonés	3
barcelos	1
barchevsky	1
barcinona	1
barckley	1
barco	2
bardem	1
baremo	1
barenboim	1
barents	1
bargués	1
bari	1
bariloche	1
barinas	1
barings	1
barka	1
barkley	1
barmby	1
barnasants	1
barnes	1
barnett	1
barney	1
barnier	1
barniz	1
barquisimeto	1
barra	2
barracón	1
barradas	1
barrado	1
barral	1
barranco	2
barranquilla	1
barraquer	1
barrar	1
barreda	1
barredor	1
barredora	1
barrendero	1
barrer	2
barrera	2
barrero	1
barretina	1
barriada	1
barricada	1
barrichello	1
barril	2
barrio	2
barrios	1
barro	1
barron	1
barros	1
barruecopardo	1
barrufet	1
barruntar	1
barry	1
barshefsky	1
bartali	1
bartelt	1
bartolomé	1
bartomeu	1
barton	1
bartók	1
barullo	1
barça	1
barón	1
basado	3
basar	11
basayev	1
base	2
basescu	1
basf	1
basilea	1
basket	1
baskonista	1
basnk	1
basri	1
bassat	1
basses	1
bassi	1
bassir	1
basta	1
bastabales	1
bastaixos	1
bastante	2
bastar	7
bastión	1
bastos	1
bastón	1
basualdo	1
basura	2
basurde	1
basílica	1
bata	1
batalla	2
batallar	2
batallón	1
batasuna	1
bate	1
bateador	1
batear	1
bateo	1
batería	2
batet	1
batido	1
batir	8
batiscafo	1
batista	1
batistuta	1
batlle	1
battistoni	1
battle	1
baturro	1
batuta	1
batzoki	1
bau	1
bauer	1
baumann	1
bautista	1
bautizado	3
bautizar	3
baviera	1
bavón	1
bay	1
bayerische	1
bayern	1
bayle	1
bayo	1
bayona	1
baza	2
bañar	3
bañista	2
baño	2
baúl	2
bbb	1
bbc	1
bbv	1
bbva	1
bce	1
bcr	1
bcs	1
be	1
beach	1
beamud	1
beasain	1
beat	1
beatificación	1
beatle	1
beatles	1
beato	1
beatriz	1
beatríz	1
beauvalais	1
bebedor	2
beber	7
bebeto	1
bebida	2
bebidas	1
bebido	2
bebé	2
beca	2
becado	1
becar	1
becaria	1
becerril	1
beck	1
becke	1
beckenbauer	1
beckett	1
beckford	1
beckham	1
beckinsale	1
bedoya	1
bedroom	1
beethoven	1
befesa	1
begoña	1
begur	1
behn	1
behrens	1
bein	1
beiras	1
beirut	1
bejaoui	1
bejarano	1
bekaa	1
bel	1
belda	1
belfry	1
belga	2
belgradense	1
belgrado	1
belice	1
beliceño	1
beligerancia	1
beligerante	2
belisario	1
bell	1
bella	1
bellas	1
bellerofón	1
bellevue	1
belleza	1
belliard	1
bellido	1
bello	4
bellona	1
bellver	1
bellvitge	1
belmondo	1
belmonte	1
belsito	1
beltrán	1
belén	2
ben	1
benasque	1
bencina	1
bendecir	1
bendición	1
bendita	1
bendito	1
benedetta	1
beneficencia	1
beneficiado	3
beneficiar	8
beneficiario	2
beneficio	2
beneficioso	3
benegas	1
beneplácito	1
benestar	1
benet	1
benetton	1
benevolente	1
benfica	1
bengala	1
benidorm	1
benigno	2
benitez	1
benito	1
benjamin	1
benjamín	1
benneton	1
bennett	1
bentley	1
bento	1
benz	1
benéfico	2
benévolo	2
benítez	1
berastegui	1
bereber	1
berenson	1
berga	1
bergara	1
berguedà	1
berguedá	1
berhad	1
berilo	1
bering	1
berizzo	1
berja	1
berland	1
berlina	2
berlinalexanderplatz	1
berlinés	2
berlusconi	1
berlín	1
bermejo	2
bermeo	1
bermúdez	1
bernabéu	1
bernarda	1
bernardo	1
bernat	1
bernd	1
bernhardiano	1
berni	1
bernie	1
berque	1
berrido	1
berrogüeto	1
berruet	1
bert	1
bertelsmann	1
bertone	1
bertran	1
bertrand	1
besar	3
beso	2
bessa	1
bestia	1
bestial	1
besòs	1
beta	1
betancor	1
betancort	1
betis	1
betún	1
beyuki	1
bezuidenhoud	1
bhagat	1
bhambayi	1
bi	1
biac	1
biarritz	1
bibby	1
biberón	1
biblia	1
bibliografía	1
bibliográfico	1
biblioteca	2
bibliotecario	1
bicameral	1
bicampeón	1
bichito	1
bichos	1
bicicleta	2
bid	1
bidart	1
bidasoa	1
bidonvilles	1
bidón	1
bie	1
biedma	1
biel	1
biela	1
bielorrusia	1
bien	2
bienes	1
bienestar	1
bienio	1
bienvenida	1
bienvenido	2
big	1
bigote	1
bigotudo	2
bigotón	1
bikini	1
bilateral	2
bilbao	1
bilbaíno	2
bild	1
bilingual	1
bilingüe	1
biljana	1
bill	1
billete	2
billie	1
billy	1
billón	2
bimensual	1
bin	1
binimarama	1
binomio	1
binyamin	1
biografía	1
biogás	1
biología	1
biológicamente	1
biológico	4
biomasa	1
biomédico	2
bioquímica	1
biotecnología	1
bipolarón	1
biquini	1
bir	1
biriukov	1
birkdale	1
birkenau	1
birlibirloque	1
birmingham	1
biro	1
birulés	1
bis	2
bisabuelo	1
bisagra	1
bisbal	1
bisbe	1
biscuter	1
bishop	1
bissé	1
bisutería	1
bit	2
biz	1
biógrafo	1
biólogo	1
bjoern	1
bjorklund	1
björk	1
black	1
blackefer	1
blackstone	1
blagden	1
blai	1
blair	1
blake	1
blanca	2
blancas	1
blanche	1
blanco	4
blandear	1
blando	4
blandón	1
blanes	1
blanquear	2
blanquecino	1
blanqueo	1
blanques	1
blanquiazul	1
blanquiazules	1
blas	1
blasco	1
blasfeia	1
blasfemia	1
blasfemo	1
blasón	1
blatter	1
blau	1
blaugrana	2
blic	1
blindado	2
blindar	1
blooming	1
bloomsbury	1
bloque	2
bloqueado	2
bloquear	9
bloqueo	2
blues	1
bm	1
bmg	1
bmv	1
bmw	1
bnc	1
bnd	1
bng	1
bo	1
boada	1
boadella	1
boards	1
bob	1
bobalicón	1
bobby	1
bobina	1
boca	2
bocacalle	1
bocadillo	2
bocado	1
bocanada	2
boceto	1
bochorno	1
bochornoso	1
bocina	1
boda	2
bodega	1
boe	1
boeing	1
boeninger	1
boer	1
bofetadas	1
bofill	1
boga	1
bogarde	1
bogdan	1
bogoljub	1
bogotano	1
bogotá	1
bohemio	1
bohr	1
bohígas	1
boi	1
boicot	1
boicotear	3
boiro	1
boissier	1
boix	1
boj	1
bola	2
bolas	1
boldos	1
bolero	2
boleta	1
boleto	2
boletín	2
boliche	1
boliden	1
bolivia	1
boliviana	1
boliviano	4
bollaín	1
bolling	1
bollo	1
bolo	1
bolonia	1
bolsa	2
bolsas	1
bolsillo	2
bolso	1
boltaña	1
bolígrafo	1
bolívar	2
bomba	2
bombardeado	1
bombardear	7
bombardeo	2
bombardier	1
bombazo	1
bombeo	1
bombero	1
bomberos	1
bombi	1
bombiplena	1
bombo	1
bombona	2
bombín	1
bonache	1
bonachón	1
bonaerense	1
bonaire	1
bonano	1
bonanza	1
bond	1
bondad	2
bondevik	1
bonet	1
bonificación	1
bonilla	1
bonito	3
bonn	1
bonner	1
bonnin	1
bono	2
bons	1
bonvivant	1
bookham	1
boom	1
boorman	1
boquense	2
boquete	1
bora	1
borau	1
borbotones	1
borbón	1
bordado	1
bordadora	1
borde	2
bordeado	1
bordes	1
bordillo	1
bordiu	1
bordo	1
bordoll	1
borges	1
boricua	2
boris	1
borja	1
born	1
borracho	2
borrado	2
borrador	2
borrar	5
borrasca	2
borrego	1
borrell	1
borroso	1
borrón	1
borth	1
bortolo	1
borussia	1
bosch	1
bosco	1
boscos	1
boscoso	1
bosman	1
bosnia	1
bosnio	2
bosque	1
bossano	1
bostezo	1
boston	1
boswell	1
bota	2
botado	1
botanz	1
botar	2
bote	2
botella	2
botica	1
botiguers	1
botulismo	1
botulímico	1
botánico	1
botín	2
botón	2
bouchard	1
boucher	1
bougie	1
boulevard	1
boutros	1
boveri	1
bovespa	1
bovino	1
bowden	1
bowie	1
bowl	1
box	2
boxeador	2
boxeo	1
boy	1
boyd	1
boyer	1
boyero	1
bozidar	1
bozovic	1
bozzo	1
boí	1
boîte	1
bp	1
bracear	1
brademas	1
bradley	1
bragueta	1
bramante	1
bramar	1
branco	1
brandeburgo	1
brandi	1
brasil	1
brasileira	1
brasileiro	1
brasileña	1
brasileño	4
brasilia	1
braulio	1
braun	1
brava	1
bravo	2
bravos	1
bravucón	1
bravío	1
brazalete	1
brazo	2
break	1
brecha	1
bregado	1
bremen	1
brendan	1
brent	1
brescia	1
brest	1
bretaña	1
breve	2
brevemente	1
brevísimamente	1
bri	1
brian	1
brians	1
bribón	1
brick	1
bricolaje	1
bridgestone	1
brigada	2
brigadas	1
brillante	2
brillantez	1
brillar	5
brillo	1
brincar	1
brindar	7
brindis	1
brindisi	1
brinkema	1
brioso	1
brisa	2
brisbane	1
bristol	1
british	1
britney	1
británico	4
británicos	1
brixton	1
brizna	1
broad	1
broche	2
brocheta	1
brodel	1
broken	1
broma	2
bromear	4
bronca	2
bronce	2
bronceado	1
broncos	1
brongniart	1
bronquio	1
bronx	1
brooker	1
brooklyn	1
bros	1
brosmio	1
brossa	1
brotar	1
brote	2
brother	1
brotons	1
brovary	1
broward	1
brown	1
browne	1
bru	1
bruce	1
bruces	1
brufau	1
brugalla	1
bruguer	1
bruguera	1
bruja	2
brujas	1
brujo	1
bruma	1
brumoso	1
brundtland	1
brunei	1
bruno	1
bruntland	1
bruque	1
bruscamente	1
bruselas	1
bruselense	1
brutal	1
brutalidad	1
brutau	1
bruto	3
bruts	1
bruyneel	1
bryant	1
brújula	1
bsch	1
bsp	1
bsss	1
bt	1
btt	1
buabid	1
bubka	1
buc	1
bucalemu	1
bucear	1
bucho	1
bucklaw	1
bucks	1
bucle	1
bud	1
buda	1
budge	1
budisa	1
budista	1
budiño	1
budokan	1
buen	5
buena	1
buenafuente	1
buenas	1
buenaventura	1
buendía	1
bueno	1
buenos	1
buenu	1
buenísimo	2
buesa	1
buey	2
bufanda	1
bufete	2
buffet	1
bufido	1
bufón	1
buhner	1
buitre	1
buk	1
bula	1
bulatovic	1
bulent	1
bulgaria	1
bulimia	1
bulldozer	2
bullicio	1
bulto	1
bulímico	2
bundesbank	1
bundestag	1
bunschoten	1
bup	1
buque	2
burdel	2
burdo	1
bure	1
burgas	1
burgomaestre	1
burgos	1
burguesía	1
burgueño	1
burgués	3
burjassot	1
burkhard	1
burkina	1
burla	2
burlado	1
burlador	1
burlar	4
burlesco	1
burlotti	1
burlón	2
burocracia	1
burocratizado	1
burocrático	3
burraca	1
burrada	1
burriana	1
burro	2
bursátil	2
burunchel	1
buré	1
bus	2
busca	1
buscado	2
buscador	1
buscar	16
busch	1
bush	1
business	1
busquets	1
butaca	2
butacón	1
butano	1
butragueño	1
button	1
buxadé	1
buyo	1
buzo	2
buzón	1
buñuel	1
bvlgari	1
by	1
byrne	1
bz	1
bàscara	1
bálsamo	1
báltico	1
bárbara	1
bárbaro	1
bárcenas	1
bárents	1
báscula	1
básica	1
básicamente	1
básico	4
básquet	1
bávaro	2
bédié	1
béisbol	1
béjar	1
bélgica	1
bélicas	1
bélico	2
bétera	1
bòbila	1
bósforo	1
bóveda	2
búho	2
búlgara	1
búlgaro	2
búlgaros	1
búnker	1
búsqueda	1
c	1
caba	1
cabal	1
caballero	2
caballeros	1
caballerosidad	1
caballeroso	1
caballería	2
caballo	2
caballé	1
cabana	1
cabanellas	1
cabanillas	1
cabanyal	1
cabaret	1
cabaña	1
cabañas	1
cabecear	3
cabecera	2
cabecero	1
cabecilla	2
cabellera	1
cabello	1
cabelludo	1
caber	5
cabeza	2
cabezada	1
cabezas	1
cabezazo	1
cabezudo	1
cabida	1
cabildo	2
cabina	1
cabizbajo	1
cable	2
cablelteca	1
cabo	1
cabraloca	1
cabreado	1
cabrear	1
cabreo	1
cabrera	1
cabrerizas	1
cabrito	1
cabueñes	1
cac	1
cacak	1
cacao	1
cacareado	1
cacereño	1
cacerola	1
cacerolada	1
cacharro	1
cachemira	1
cachorro	1
cacique	1
caciquil	1
caco	1
cada	1
cadbury	1
cadena	2
cadenas	1
cadencia	1
cadmio	1
caducar	2
caducidad	1
caduco	1
cadáver	2
cadí	1
caer	16
caerse	1
caf	1
cafetal	1
cafetalero	2
cafetero	4
cafeteros	1
cafetería	1
caffarena	1
caficultor	1
café	2
cagar	1
cagna	1
cagonlaleche	1
caguán	1
cahana	1
cairo	1
caixa	1
caixes	1
caja	2
cajacantabria	1
cajal	1
cajas	1
cajero	1
cajetilla	1
cajonera	1
cajón	2
cal	1
cala	2
calabaza	1
caladero	1
calado	1
calafell	1
calama	1
calambre	1
calamidad	1
calamocarro	1
calanda	1
calar	2
calcar	1
calceta	1
calcetín	1
calcinado	2
calcinar	1
calcio	1
calco	1
calculado	4
calculadora	1
calcular	7
calcáneo	1
calcáreo	1
caldear	1
caldentey	1
caldera	1
calders	1
calderón	1
caldo	2
calefacción	1
calendario	2
calentamiento	1
calentar	2
calero	1
cali	1
calibre	1
calidad	1
calientacuchillos	1
caliente	2
calificación	1
calificado	2
calificar	13
calificativo	1
california	1
californiano	3
calladamente	1
callado	2
callar	5
calle	2
calleja	2
callejero	2
callejuela	1
callejón	1
calleri	1
callo	1
calma	1
calmante	1
calmar	5
calonge	1
calor	2
calumnia	1
calumniar	1
calurosamente	1
caluroso	2
calva	1
calvinista	1
calviá	1
calvo	1
calypso	2
calzada	1
calzado	2
calzetta	1
cam	1
cama	2
camacho	1
camada	2
camaleón	1
camaleónico	2
camarada	2
camarero	2
camargo	1
camarillo	1
cambalache	1
cambiao	1
cambiar	17
cambiario	1
cambie	1
cambio	2
cambra	1
cambrils	1
cambó	1
camela	1
camello	2
cameo	1
cameos	1
camerunés	1
camila	1
camilla	1
camilo	1
caminar	8
caminata	1
caminero	1
camino	2
camins	1
camionero	1
camioneta	1
camisa	2
camiseta	2
camisola	1
camita	1
camión	2
camp	1
campal	1
campamento	2
campana	2
campanas	1
campanilla	1
campanya	1
campar	1
campaña	2
campbell	1
campechano	2
campeona	1
campeonato	2
campeonatos	1
campeones	1
campesino	3
campeón	2
camping	1
campo	2
campofrío	1
camps	1
campus	1
campuzano	1
campín	1
camuflado	2
camuflaje	1
camuflar	1
can	1
cana	1
canadiense	2
canadá	1
canal	2
canales	1
canalizar	5
canaria	1
canarias	1
canario	4
canasta	2
cancela	1
cancelación	2
cancelado	1
cancelar	3
canceroso	1
cancerígeno	2
cancha	2
canciller	2
cancillería	1
cancionero	1
canción	2
cancún	1
candel	1
candelaria	1
candelero	1
candidata	2
candidato	3
candidatura	2
candidez	1
candy	1
canet	1
canfranc	1
canguro	1
canibalismo	1
canimas	1
canje	1
cannabis	1
cannes	1
cannonball	1
cano	1
canon	1
canonges	1
canoso	1
canovelles	1
cansado	3
cansancio	1
cansar	4
canseco	1
cansino	2
canta	1
cantabria	1
cantado	1
cantagallo	1
cantalejo	1
cantante	2
cantaora	1
cantar	11
cantata	1
cantautor	1
cantera	1
canterano	1
canterbury	1
cantidad	2
cantiga	1
canto	2
cantor	2
canturrear	2
cantv	1
cantábrico	1
cantón	1
canvi	1
canyameres	1
caníbal	1
canícula	1
canónico	2
cao	1
caos	1
cap	1
capa	2
capacidad	2
capacitación	1
capacitado	3
capacitar	1
caparazón	2
capataz	1
capaz	2
capdevila	1
capear	1
caperucita	1
capilla	1
capital	2
capitales	1
capitalino	1
capitalismo	1
capitalista	2
capitalizacion	1
capitalización	1
capitalizar	1
capitana	1
capitaneado	2
capitani	1
capitanía	1
capitolio	1
capitular	1
capitulo	1
capitán	1
capmany	1
capote	1
caprabo	1
capri	1
capriati	1
capricho	2
caprichoso	1
capsa	1
captación	1
captado	1
captar	3
captura	2
capturado	2
capturar	4
capturas	1
capucine	1
capurro	1
capuz	1
capítulo	2
car	1
cara	2
carabinero	1
carabineros	1
caracas	1
caracolear	1
caracterización	1
caracterizado	2
caracterizar	5
característica	2
característico	3
carajillo	1
carajo	1
carajás	1
caramba	1
carambola	1
caramelo	2
carasatorre	1
caravana	1
caray	1
carbocatión	1
carbonell	1
carboni	1
carbonizado	1
carbono	2
carboximetilcisteina	1
carbunco	1
carburador	1
carburante	2
carbón	1
carcajada	2
carcelero	1
carda	1
cardar	1
cardedeu	1
cardenal	1
cardetti	1
cardiaco	4
cardiología	1
cardiopatía	1
cardiovascular	2
cardizem	1
cardiólogo	1
cardoso	1
cardíaco	1
care	1
carecer	12
carencia	2
carente	1
careta	1
carew	1
carga	2
cargado	4
cargamento	1
cargar	8
cargo	2
cargos	1
carguero	1
cariado	1
caribdis	1
caribe	1
caribeño	3
caricatura	2
caricaturesco	1
caricia	2
caridad	1
